,car,price,body,mileage,engV,engType,registration,year,drive
592,17,15999.0,0,87,2.4,1,1,2011,1
593,35,15800.0,3,39,1.8,3,1,2013,0
594,35,3400.0,1,220,1.9,0,0,2002,0
595,3,49900.0,2,82,3.0,3,1,2012,2
596,17,12333.0,0,78,2.0,3,1,2009,1
597,35,15500.0,4,112,1.8,3,1,2011,0
598,43,9200.0,3,195,2.0,3,1,2006,0
599,35,9100.0,3,170,1.6,3,1,2007,0
600,13,15999.0,3,67,2.0,3,1,2011,0
601,28,11800.0,0,140,2.0,3,1,2009,1
602,43,3000.0,3,240,1.8,3,1,1991,0
603,32,79900.0,3,29,3.0,3,1,2014,1
604,4,85000.0,2,20,6.0,3,1,2008,1
605,43,10800.0,2,146,1.6,0,1,2012,0
606,3,16800.0,0,250,3.0,0,1,2004,1
607,22,19500.0,0,169,4.2,1,1,2007,1
608,29,15500.0,5,180,2.0,0,1,2010,0
609,42,2900.0,3,84,1.6,3,1,2007,0
610,35,17900.0,3,57,1.4,3,1,2012,0
611,3,23999.0,0,194,3.0,3,1,2007,1
613,26,69900.0,3,76,6.0,3,1,2010,2
614,32,79900.0,3,29,3.0,3,1,2014,1
615,42,3600.0,3,35,1.5,3,1,2009,2
616,29,7500.0,3,107,1.4,3,1,2007,0
617,35,12300.0,3,102,1.6,3,1,2012,0
618,17,10200.0,3,59,1.4,3,1,2012,0
619,17,9550.0,0,138,2.0,1,1,2007,0
620,43,9850.0,5,126,2.0,0,1,2012,0
621,29,1850.0,1,316,2.0,0,0,1999,0
622,43,19500.0,3,128,1.8,3,1,2013,0
623,16,5200.0,2,200,1.7,1,1,2002,0
624,16,4000.0,1,260,1.5,3,1,1999,0
625,26,29000.0,0,139,3.5,1,1,2009,1
626,43,15000.0,2,280,2.8,0,1,2006,2
627,40,10700.0,3,57,1.3,3,1,2010,0
628,32,51000.0,0,52,3.0,0,1,2013,1
629,40,33715.5,0,1,2.7,3,1,2015,1
630,13,13000.0,2,200,4.6,1,1,1994,2
632,27,18700.0,0,97,3.2,0,1,2009,1
633,28,94500.0,2,18,3.8,3,1,2014,1
634,2,16999.0,4,140,4.2,3,1,2007,1
635,22,92000.0,0,0,5.0,3,1,2015,1
636,27,5900.0,3,170,1.6,3,1,2007,0
637,45,5950.0,1,12,1.5,3,1,2015,0
638,17,14900.0,3,74,2.4,1,1,2012,0
639,27,9300.0,3,95,2.0,3,1,2008,0
640,40,19500.0,0,150,4.0,3,1,2005,1
641,8,19000.0,3,123,1.6,3,1,2013,0
642,23,43800.0,0,85,5.7,1,1,2009,1
643,26,32000.0,0,96,3.5,3,1,2010,1
644,40,10500.0,3,185,1.6,3,1,2008,0
645,17,33500.0,3,0,2.4,3,1,2016,0
646,29,4600.0,4,180,1.6,3,1,2000,0
647,6,5200.0,3,126,1.5,1,1,2007,0
648,23,54500.0,0,118,5.7,3,1,2010,1
649,33,2150.0,4,199,1.9,0,0,2003,0
650,3,1650.0,3,270,1.8,3,0,1995,2
651,3,3150.0,3,200,2.0,0,0,1999,2
652,26,45555.0,3,42,3.0,0,1,2011,2
653,43,16000.0,0,90,2.0,3,1,2011,1
654,17,21900.0,3,110,3.0,3,1,2012,0
655,43,9555.0,5,152,1.6,0,1,2012,0
656,43,10777.0,5,157,1.6,0,1,2012,0
657,43,11000.0,4,171,1.9,0,1,2009,0
658,28,94900.0,2,18,3.8,3,1,2013,1
659,43,12700.0,1,156,1.6,0,1,2011,0
660,10,2750.0,3,147,1.3,3,1,2003,0
661,3,99999.0,2,0,3.0,3,1,2016,1
662,42,3100.0,3,160,1.5,3,1,2006,0
663,33,4200.0,3,310,1.4,3,1,2003,0
664,43,17777.0,5,250,2.0,0,1,2010,1
665,26,3799.0,3,210,2.0,3,1,1995,2
667,13,3050.0,3,260,1.6,1,1,1994,0
668,11,16000.0,2,138,5.7,1,1,2006,1
669,26,14600.0,5,217,2.2,0,1,2012,2
670,2,7750.0,3,259,3.0,0,0,2005,1
671,3,16500.0,2,122,2.2,3,1,2005,2
672,3,12600.0,3,219,3.6,3,1,2002,2
673,23,26900.0,0,161,4.7,3,1,2006,1
674,3,3100.0,3,315,2.5,0,0,1998,2
675,17,20300.0,0,67,2.0,0,1,2012,1
676,17,20300.0,0,55,2.0,0,1,2012,1
677,39,10999.0,0,128,2.0,1,1,2007,1
678,33,5900.0,5,250,1.9,0,1,2005,0
679,23,15300.0,3,107,2.5,3,1,2007,2
680,28,18888.0,0,116,5.6,1,1,2007,1
681,42,5450.0,3,67,1.6,3,1,2013,0
682,28,27694.134,0,1,1.6,0,1,2016,0
684,43,8999.0,4,161,2.0,0,1,2008,0
685,3,20500.0,0,73,2.0,3,1,2011,2
686,40,11800.0,3,189,2.4,1,1,2007,0
687,43,12800.0,4,167,1.6,0,1,2011,0
688,42,3350.0,1,190,1.6,1,1,2008,0
689,38,12000.0,0,135,2.5,3,1,2008,1
690,26,24500.0,3,222,5.5,3,1,2005,2
691,21,7850.0,1,87,1.6,3,1,2008,0
692,3,5000.0,3,400,2.5,3,1,1991,2
693,23,16999.0,3,149,3.5,3,1,2007,1
694,25,21340.8,3,1,2.0,3,1,2015,0
695,2,25500.0,4,181,3.0,3,1,2009,1
696,3,8200.0,3,210,3.5,3,1,1999,2
697,26,11200.0,3,280,2.2,0,1,2005,2
698,13,7200.0,1,163,1.6,3,1,2005,0
700,25,12000.0,3,70,2.0,3,1,2008,0
701,3,37000.0,3,130,3.0,3,1,2011,1
702,40,16800.0,0,165,2.7,3,1,2005,1
703,28,15000.0,0,23,2.0,3,1,2010,0
704,3,3300.0,3,250,3.0,0,0,2000,2
705,32,23999.0,0,119,4.8,3,1,2008,1
706,12,6300.0,5,217,1.9,0,1,2005,0
707,16,14200.0,2,130,2.4,3,1,2009,0
709,23,37000.0,3,64,4.6,3,1,2010,1
710,40,21950.0,0,141,2.7,1,1,2010,1
711,35,8200.0,4,135,1.6,1,1,2007,0
712,32,67000.0,3,33,4.8,3,1,2011,1
713,21,21500.0,0,107,2.2,0,1,2011,1
715,21,22999.0,0,72,2.2,0,1,2012,1
716,40,24999.0,0,153,4.0,3,1,2007,1
717,21,22800.0,0,45,2.0,0,1,2013,1
718,23,18500.0,0,227,4.7,3,1,2002,1
719,26,7600.0,5,240,2.2,0,1,2005,2
720,3,14900.0,4,221,2.0,0,1,2008,2
721,26,5300.0,5,212,2.2,0,1,2000,0
723,10,3900.0,3,64,1.4,1,1,2008,0
725,3,2550.0,4,312,2.5,0,0,1999,2
726,40,13300.0,2,131,2.4,1,1,2008,0
727,35,6950.0,4,138,1.2,1,1,2009,0
728,31,6800.0,1,146,1.6,3,1,2007,0
729,25,15600.0,0,79,3.5,3,1,2008,1
730,40,12200.0,3,185,3.5,3,1,2008,0
731,25,2900.0,3,375,1.8,3,1,1995,0
732,26,22900.0,3,197,2.2,0,1,2010,2
733,17,22800.0,0,0,2.0,3,1,2016,0
734,25,6700.0,3,213,2.0,1,1,2003,0
735,26,11500.0,5,180,2.2,0,1,2011,2
736,33,12300.0,3,99,2.5,3,1,2011,0
737,43,15500.0,3,80,1.4,3,1,2013,0
738,40,28600.0,0,66,2.2,0,1,2013,1
739,26,14900.0,3,171,3.2,1,1,2006,1
740,3,26999.0,3,131,2.0,0,1,2011,2
741,40,13250.0,3,96,2.4,1,1,2008,0
742,10,3450.0,3,140,1.5,1,1,2007,0
743,20,40000.0,0,45,3.0,0,1,2012,1
744,21,5500.0,3,150,2.0,3,1,2004,0
746,26,10900.0,5,191,2.2,0,1,2007,2
747,40,99999.0,0,0,4.5,0,1,2016,1
748,25,26500.0,3,26,2.5,3,1,2014,0
749,3,13300.0,4,157,2.0,0,1,2007,2
750,2,72000.0,3,55,6.3,3,1,2012,1
751,35,14900.0,1,87,1.8,3,1,2012,0
753,17,26000.0,0,33,2.0,0,1,2013,1
754,40,8700.0,3,131,1.6,1,1,2007,0
756,16,20850.0,0,114,3.5,1,1,2009,1
757,38,38000.0,0,0,2.0,3,1,2016,1
758,6,11280.79875,3,1,1.4,3,1,2016,0
759,43,11500.0,3,119,2.0,0,1,2007,0
761,43,10974.21,3,1,1.6,3,1,2015,0
762,35,10900.0,1,163,1.8,3,1,2006,0
763,13,53900.0,2,1,2.3,3,1,2016,2
764,45,7039.5,1,1,1.5,3,1,2015,0
765,3,3500.0,3,272,2.0,0,1,2000,2
766,25,14800.0,3,30,2.0,3,1,2009,0
767,10,3950.0,2,113,1.5,2,1,2006,0
768,2,36100.0,3,75,3.0,0,1,2011,1
769,33,12200.0,5,164,2.5,0,1,2009,0
770,26,29500.0,0,253,5.0,3,1,2003,1
771,26,71999.0,0,0,2.2,0,1,2016,1
772,32,49500.0,0,60,3.6,3,1,2012,1
773,3,29500.0,0,189,3.0,0,1,2009,1
774,13,13893.75,3,119,2.0,3,1,2011,0
775,3,39000.0,0,180,3.0,0,1,2011,1
776,12,4599.0,5,165,1.3,0,1,2007,0
777,6,6950.0,3,32,1.6,3,1,2008,0
778,3,10700.0,3,243,3.0,0,1,2002,2
779,10,4200.0,3,99,1.5,3,1,2008,0
780,16,7000.0,0,253,2.0,3,1,2001,1
781,32,81000.0,3,20,3.6,3,1,2014,1
782,28,13999.0,3,121,3.5,3,1,2010,0
783,22,14000.0,0,230,3.6,0,0,2007,1
784,6,7100.0,3,125,2.0,1,1,2007,0
785,38,8800.0,0,175,2.0,1,1,2006,1
786,10,3200.0,3,200,1.5,1,1,2004,0
787,40,12800.0,3,145,2.4,3,1,2008,0
788,3,31500.0,0,130,3.0,0,1,2010,1
789,3,33700.0,0,134,4.4,3,1,2009,1
790,43,9999.0,4,161,2.0,0,1,2008,0
791,22,45500.0,0,112,3.0,0,1,2012,1
792,3,20999.0,0,170,4.8,3,1,2008,1
793,40,20900.0,3,70,2.5,3,1,2012,0
794,27,13499.0,0,116,2.4,3,1,2008,1
795,27,7999.0,3,78,1.5,1,1,2011,0
796,22,35700.0,0,90,5.0,3,1,2012,1
797,23,17999.0,3,61,3.5,3,1,2009,1
798,17,13300.0,0,110,2.2,0,1,2008,1
799,26,6999.0,3,200,2.6,1,1,2001,2
800,27,13300.0,0,135,3.0,3,1,2009,1
801,21,22800.0,0,58,2.0,0,1,2013,1
802,27,13900.0,0,127,3.0,3,1,2008,1
803,27,11800.0,0,120,3.0,3,1,2008,1
804,23,21300.0,0,112,3.5,1,1,2008,1
805,21,22300.0,0,48,2.0,0,1,2014,1
806,27,12700.0,0,110,2.4,1,1,2008,1
808,17,13900.0,0,103,2.2,0,1,2007,1
809,28,16900.0,0,131,5.6,3,1,2007,1
810,22,40900.0,0,90,3.6,0,1,2011,1
811,37,8200.0,0,108,2.0,0,1,2007,1
812,40,23300.0,0,40,2.0,3,1,2014,1
813,35,6400.0,1,130,1.4,3,1,2008,0
814,6,5800.0,0,81,1.7,1,1,2007,1
815,28,12300.0,0,88,2.0,3,1,2009,0
816,33,4350.0,5,198,1.5,0,1,2004,0
817,36,8200.0,2,69,1.0,3,1,2009,2
818,17,24250.0,0,1,2.0,3,1,2016,1
819,34,9000.0,1,70,1.4,3,1,2011,0
820,40,25500.0,2,103,3.5,3,1,2010,1
821,3,36400.0,0,80,3.0,3,1,2011,1
822,6,34000.0,2,80,6.0,3,1,2006,2
823,28,28502.565,0,1,2.0,3,1,2014,1
824,26,13700.0,5,198,3.2,1,1,2006,2
825,17,18800.0,0,27,2.0,3,1,2012,1
826,40,10100.0,3,142,2.4,3,1,2007,0
827,26,13600.0,5,199,2.2,0,1,2009,2
828,25,6699.0,3,152,2.0,3,1,2004,0
829,28,16500.0,0,60,1.6,3,1,2013,0
830,40,25250.0,0,112,4.5,1,1,2007,1
831,43,10400.0,3,87,1.6,3,1,2011,0
832,25,16900.0,3,65,2.5,3,1,2011,0
833,2,9999.0,3,190,2.5,0,1,2003,0
834,40,65000.0,2,60,4.5,0,1,2013,1
835,3,22700.0,0,216,4.8,3,1,2007,1
836,2,8800.0,3,205,1.8,3,1,2003,0
837,42,1499.0,1,74,1.5,2,1,1989,0
838,40,33333.0,4,73,4.0,1,1,2009,1
839,40,85000.0,0,1,4.5,0,1,2016,1
840,29,5100.0,3,155,1.4,3,1,2006,0
841,13,8400.0,1,56,1.25,3,1,2012,0
842,17,12999.0,0,145,2.7,3,1,2009,1
843,38,12000.0,4,115,2.5,3,1,2008,1
844,3,75000.0,0,16,3.0,0,1,2015,1
845,33,10500.0,4,165,1.5,0,1,2012,0
846,13,9000.0,1,130,1.6,1,1,2010,0
847,32,22500.0,0,174,3.2,1,1,2006,1
848,43,8500.0,5,184,2.0,0,1,2007,0
849,16,9300.0,3,211,2.4,1,1,2005,0
850,35,8700.0,1,115,1.6,3,1,2010,0
851,13,5350.0,1,142,1.3,3,1,2006,0
852,36,7000.0,2,74,1.0,3,1,2011,2
853,42,2800.0,1,200,1.6,3,1,2005,0
854,43,7170.0,5,176,2.0,0,1,2005,0
855,3,3350.0,4,295,2.0,0,0,2002,2
856,17,9500.0,3,155,3.3,3,1,2006,0
857,16,13000.0,3,119,2.4,2,1,2008,0
858,2,31700.0,3,32,1.8,3,1,2014,0
859,13,15400.0,4,92,1.6,1,1,2013,0
860,2,29000.0,4,213,3.0,0,1,2010,1
861,32,27300.0,0,136,4.8,3,1,2009,1
862,3,3800.0,3,304,1.9,1,0,2000,2
863,10,2650.0,3,165,1.5,1,1,2007,0
864,43,19995.0,1,68,1.4,3,1,2013,0
865,3,4400.0,3,260,2.0,1,1,1990,2
866,40,14700.0,3,141,3.5,3,1,2008,0
867,17,10800.0,0,212,2.0,0,1,2009,1
868,43,8000.0,1,41,1.0,3,1,2012,0
869,29,4700.0,1,233,1.4,3,1,1999,0
870,32,69900.0,0,40,3.0,3,1,2013,2
871,2,73500.0,3,53,6.3,3,1,2013,1
872,29,10900.0,2,143,1.3,0,1,2012,0
873,42,4500.0,1,82,1.6,3,1,2012,0
874,32,51900.0,3,57,3.6,3,1,2011,1
875,43,17200.0,2,15,1.2,3,1,2014,0
876,3,35500.0,0,33,2.0,0,1,2014,1
877,43,30000.0,5,135,2.0,0,1,2011,0
878,16,11500.0,0,147,2.0,3,1,2004,1
879,26,69900.0,0,69,3.0,0,1,2014,1
880,8,8200.0,5,170,1.6,0,1,2008,0
881,21,5400.0,1,124,1.1,3,1,2007,0
882,3,34900.0,0,117,3.0,3,1,2011,1
883,40,29500.0,0,90,2.7,1,1,2010,1
884,36,11900.0,2,90,1.0,3,1,2011,2
886,42,4800.0,3,95,1.6,3,1,2011,0
887,40,12999.0,3,160,3.5,1,1,2007,0
888,24,23950.0,1,70,1.6,3,1,2012,1
889,10,3999.0,3,197,2.0,3,1,1999,0
890,31,5500.0,1,127,1.4,3,1,2006,0
891,43,11900.0,5,273,2.5,0,1,2003,0
892,31,8450.0,5,230,1.6,0,1,2008,0
893,13,45000.0,2,9,2.3,3,1,2015,2
894,27,8900.0,3,96,2.0,3,1,2008,0
895,3,25500.0,3,148,3.0,0,1,2007,2
897,21,9000.0,3,225,2.0,3,1,2006,0
898,20,4900.0,0,280,4.0,3,1,1994,1
899,27,8800.0,3,105,2.0,1,1,2008,0
900,2,55000.0,1,24,2.8,2,1,2014,1
901,23,55900.0,0,99,5.7,1,1,2011,1
903,35,7600.0,1,199,1.6,3,1,2007,0
904,2,3550.0,3,196,2.8,3,0,1997,0
906,2,68500.0,3,44,6.3,3,1,2012,1
907,25,9200.0,3,87,1.3,3,1,2006,2
908,22,52500.0,0,69,4.4,0,1,2011,1
909,9,4650.0,3,153,1.5,0,1,2008,0
910,26,32000.0,5,255,3.0,0,1,2008,2
911,25,11900.0,3,127,2.0,3,1,2008,0
912,12,8500.0,5,128,1.3,0,1,2013,0
913,37,10900.0,0,112,2.7,2,1,2006,1
916,42,3600.0,1,155,1.6,3,1,2008,0
917,25,7900.0,5,220,2.0,3,1,2006,0
918,25,9200.0,0,205,2.3,1,1,2008,1
920,21,7900.0,3,176,1.6,0,1,2009,0
921,26,19500.0,3,157,3.5,3,1,2006,2
922,30,21500.0,0,90,3.5,1,1,2006,1
923,29,5500.0,3,232,2.2,3,1,2003,0
924,13,19800.0,0,113,2.0,0,1,2014,1
925,6,5555.0,0,76,1.7,3,1,2007,1
927,38,10999.0,4,168,2.5,3,1,2007,1
928,43,12900.0,2,142,2.0,3,1,2007,0
929,26,47600.0,5,0,2.2,0,1,2016,2
930,26,16300.0,5,175,2.2,0,1,2010,2
931,26,7700.0,3,390,3.0,0,0,2007,2
932,2,3600.0,4,200,2.5,0,1,1999,0
933,34,4300.0,3,130,2.0,3,1,2006,0
934,13,4900.0,1,157,1.25,1,1,2007,0
935,10,3750.0,3,153,1.5,1,1,2007,0
936,26,8650.0,5,344,2.2,0,1,2006,2
937,43,9800.0,5,86,1.2,3,1,2013,0
938,25,7900.0,4,143,2.0,3,1,2006,0
939,23,45600.0,0,155,5.7,2,1,2009,1
940,23,44500.0,0,127,5.7,3,1,2009,1
941,42,2600.0,3,120,1.7,1,1,1978,2
942,35,5800.0,1,162,1.2,1,1,2006,0
943,32,54900.0,3,46,4.8,3,1,2011,1
944,43,17777.0,5,250,2.0,0,1,2010,1
945,10,3200.0,3,100,1.5,3,1,2004,0
946,13,20833.40025,0,1,2.0,0,1,2015,0
947,26,99000.0,5,5,1.6,0,1,2013,0
948,40,17000.0,3,95,2.0,1,1,2011,0
949,37,11000.0,0,200,2.7,0,1,2008,1
950,3,41500.0,4,42,2.0,3,1,2012,1
951,3,69500.0,3,62,4.4,3,1,2013,1
952,6,5200.0,5,137,2.0,3,1,2004,0
953,26,18900.0,3,232,3.0,0,1,2007,1
954,38,12600.0,2,220,3.0,1,1,2006,1
955,13,14900.0,0,109,2.0,0,1,2010,1
956,3,20900.0,0,230,3.0,0,1,2006,1
957,25,13900.0,5,107,2.0,3,1,2008,0
958,43,19100.0,2,120,1.4,3,1,2012,0
959,16,38000.0,0,0,1.6,0,1,2016,1
960,43,18800.0,4,106,1.6,0,1,2013,0
961,3,60500.0,3,110,3.0,0,1,2011,1
962,2,42700.0,0,75,3.0,0,1,2013,1
963,25,10500.0,3,190,1.8,3,1,2008,0
964,26,10150.0,2,190,2.2,0,1,2008,2
965,15,7000.0,1,100,1.8,1,1,2011,0
966,26,5800.0,3,231,2.2,3,1,1994,2
967,36,7200.0,2,53,1.0,3,1,2012,2
968,3,22900.0,2,25,3.0,3,1,2008,2
970,29,6200.0,5,220,1.7,0,1,2007,0
971,26,3300.0,3,200,2.7,0,0,2000,2
972,2,81500.0,3,0,3.0,3,1,2016,1
973,17,19900.0,3,15,1.6,3,1,2016,0
974,17,9700.0,0,130,2.0,1,1,2007,1
975,3,3099.0,3,230,3.0,0,0,2003,2
976,43,5000.0,5,326,2.4,0,1,1995,0
977,28,25000.0,0,67,2.0,0,1,2014,1
978,27,4800.0,3,247,2.0,1,1,1998,0
979,23,17000.0,3,130,3.5,3,1,2006,0
980,29,7999.0,4,37,1.4,3,1,2008,0
981,26,40500.0,3,39,2.2,0,1,2015,2
983,35,12700.0,3,77,1.6,0,1,2013,0
984,3,8300.0,3,200,4.4,3,1,2001,2
985,13,6600.0,1,125,1.6,3,1,2007,0
986,26,17800.0,5,162,1.8,0,1,2012,0
987,27,40990.0,0,0,2.4,0,1,2016,1
988,17,14200.0,3,41,1.8,1,1,2014,0
989,35,11300.0,3,110,1.6,3,1,2011,0
990,27,12750.0,3,59,2.4,3,1,2009,0
991,33,7900.0,5,268,1.5,0,1,2008,0
992,2,44800.0,0,100,3.0,0,1,2014,1
993,16,15700.0,0,129,2.0,3,1,2008,1
994,3,6100.0,3,266,3.5,3,0,1997,2
995,3,13900.0,3,262,4.0,0,1,2003,2
996,15,9500.0,3,61,1.8,1,1,2014,0
997,27,9700.0,3,120,2.4,1,1,2006,0
998,33,6900.0,5,140,1.5,0,1,2012,0
999,27,8500.0,3,116,1.5,3,1,2008,0
1000,28,5000.0,2,200,1.8,3,1,1999,0
1001,26,6400.0,5,290,2.2,0,1,1999,0
1002,29,2450.0,0,278,2.3,0,0,1996,1
1003,3,8500.0,3,365,3.0,0,1,2001,2
1004,31,5700.0,1,250,1.4,1,1,2008,0
1005,33,9000.0,4,178,2.0,3,1,2008,0
1006,20,34900.0,0,74,6.1,3,1,2006,1
1007,40,18100.0,1,30,1.6,3,1,2013,0
1008,10,3100.0,1,70,0.8,3,1,2009,0
1009,13,12999.0,1,35,1.6,1,1,2013,0
1010,3,21900.0,2,25,2.5,3,1,2007,2
1011,24,20000.0,1,80,1.6,3,1,2012,0
1012,17,21433.425,0,1,2.0,3,1,2016,0
1013,44,7900.0,3,230,2.4,3,1,2006,0
1014,21,9000.0,3,170,2.7,1,1,2007,0
1015,36,10250.0,2,37,1.0,3,1,2014,2
1016,43,47777.0,3,91,3.0,0,1,2012,1
1017,2,33300.0,0,71,2.0,3,1,2011,1
1018,3,6300.0,3,241,2.8,1,1,1995,2
1019,6,11990.0,1,40,1.8,1,1,2012,0
1020,3,24000.0,0,108,2.0,0,1,2012,1
1021,17,12300.0,3,48,1.6,3,1,2013,0
1022,8,7450.0,2,102,1.6,0,1,2011,0
1023,13,20000.0,2,80,4.0,3,1,2008,2
1024,17,23500.0,3,72,3.0,3,1,2013,0
1026,29,1950.0,4,240,2.0,0,0,2001,0
1027,3,4500.0,3,370,4.0,3,1,1993,2
1028,35,11300.0,3,70,1.8,3,1,2008,0
1029,10,3900.0,1,59,0.8,3,1,2008,0
1030,27,12999.0,0,111,3.0,1,1,2008,1
1031,33,9000.0,5,158,2.0,0,1,2012,0
1032,26,29500.0,3,135,5.5,3,1,2008,1
1033,43,72000.0,0,0,3.0,0,1,2016,1
1034,17,7100.0,1,88,1.4,3,1,2008,0
1035,28,6600.0,0,180,2.0,3,1,2003,1
1036,43,18300.0,5,1,2.2,0,1,2013,0
1038,10,3350.0,3,157,1.4,1,1,2007,0
1039,40,24900.0,3,30,2.5,3,1,2014,0
1040,39,7500.0,1,97,1.3,3,1,2006,0
1041,33,10800.0,2,206,2.0,0,1,2008,0
1042,26,3100.0,4,400,2.2,0,0,2002,0
1043,33,7100.0,5,135,1.5,0,1,2013,0
1044,2,8500.0,3,247,2.5,0,1,2001,0
1045,33,8300.0,5,137,1.5,0,1,2014,0
1046,35,12999.0,3,165,1.8,3,1,2009,0
1047,27,10500.0,0,187,2.4,1,1,2008,1
1048,16,10300.0,3,150,2.0,1,1,2007,0
1049,8,4000.0,5,168,1.6,0,1,2009,0
1050,33,6999.0,5,173,1.5,0,1,2006,0
1051,26,7650.0,3,340,5.0,1,1,1997,2
1052,16,15300.0,0,97,2.0,1,1,2009,1
1053,33,5800.0,5,159,1.5,0,1,2007,0
1054,17,9900.0,0,140,2.0,1,1,2007,1
1055,3,77777.0,3,8,4.4,3,1,2014,1
1056,6,11100.0,3,83,1.8,3,1,2011,0
1057,33,6800.0,5,168,1.5,0,1,2012,0
1058,13,2500.0,5,1,2.5,0,1,1989,2
1059,2,11950.0,3,190,3.0,3,1,2006,1
1060,32,21900.0,0,140,3.6,3,1,2009,1
1061,5,3000.0,1,55,1.1,3,1,2010,0
1062,3,7200.0,3,270,3.0,0,0,2004,2
1063,43,29600.0,3,11,1.4,3,1,2016,0
1064,23,14999.0,0,141,3.0,1,1,2004,1
1065,31,6799.0,2,126,1.6,0,1,2009,0
1066,26,3800.0,5,462,2.2,0,0,2001,2
1067,13,11400.0,3,58,1.6,3,1,2013,0
1068,26,18000.0,3,99,1.8,3,1,2008,2
1069,3,38888.0,4,5,0.65,2,1,2015,2
1070,16,2900.0,3,290,2.0,3,1,1988,0
1071,3,6950.0,3,320,4.4,1,1,1997,2
1072,38,10000.0,4,165,2.5,1,1,2007,1
1073,42,2300.0,3,121,1.5,1,1,2006,2
1074,16,12500.0,2,112,2.4,3,1,2008,0
1075,17,12356.175,3,1,1.4,3,1,2015,0
1076,27,22711.65,0,1,2.0,3,1,2016,1
1078,35,9025.0,4,137,1.2,0,1,2011,0
1079,28,26220.285,0,1,2.0,3,1,2015,0
1080,17,15246.075,3,1,1.6,3,1,2016,0
1081,40,13621.4325,3,0,1.3,3,1,2015,0
1082,43,10750.0,5,176,2.0,0,1,2012,0
1083,35,11670.75,1,1,1.2,3,1,2015,0
1084,13,15505.425,1,1,1.0,3,1,2015,0
1085,35,8000.0,3,150,1.78,3,1,2004,0
1086,43,29999.0,2,129,2.0,0,1,2014,0
1089,35,16700.0,3,98,1.8,1,1,2011,0
1090,6,19000.0,0,124,2.4,1,1,2012,1
1091,43,17400.0,3,73,1.8,3,1,2012,0
1092,16,18000.0,3,116,2.0,1,1,2011,0
1093,21,7600.0,3,136,2.0,3,1,2009,0
1095,26,10600.0,5,250,2.2,0,1,2006,2
1096,42,1400.0,3,100,1.3,1,1,1990,2
1097,43,9600.0,5,255,1.9,0,1,2004,0
1098,43,5900.0,5,278,1.9,0,1,2005,0
1099,35,7200.0,3,242,1.6,3,1,2007,0
1100,44,20000.0,0,215,3.2,3,1,2008,1
1101,26,12500.0,3,208,3.2,0,1,2004,2
1102,17,5500.0,1,135,1.6,3,1,2005,0
1103,21,8800.0,4,155,1.6,1,1,2007,0
1104,29,4999.0,5,202,1.6,1,1,2007,0
1105,31,17598.75,4,0,1.6,0,1,2016,0
1106,3,7200.0,3,255,2.8,3,1,1998,2
1107,3,3099.0,3,320,2.0,0,0,2000,2
1108,17,6750.0,0,178,2.0,0,0,2006,1
1109,43,16999.0,3,105,1.8,3,1,2011,0
1110,3,8899.0,3,170,2.2,3,1,2001,2
1111,26,12800.0,2,260,2.7,0,1,2005,2
1112,26,29900.0,2,71,5.5,3,1,2007,2
1113,28,13600.0,0,138,2.0,3,1,2008,1
1115,26,15000.0,0,185,3.7,1,1,2005,1
1116,26,21200.0,4,206,2.1,0,1,2011,2
1117,31,12800.0,1,56,1.6,0,1,2013,0
1118,18,50695.515,0,1,3.7,3,1,2015,1
1119,18,35162.3025,3,1,2.0,3,1,2014,2
1120,18,46022.028,0,1,2.5,3,1,2015,1
1121,40,35500.0,0,85,3.0,0,1,2012,1
1122,29,1850.0,1,255,2.0,3,0,2002,0
1123,22,45000.0,0,80,5.0,3,1,2010,1
1124,33,11500.0,4,170,1.5,0,1,2012,0
1125,2,51500.0,0,27,3.0,0,1,2013,1
1126,27,11900.0,0,129,2.5,0,1,2007,1
1127,38,8700.0,3,150,2.0,3,1,2006,1
1128,20,9500.0,2,257,2.5,0,1,1997,1
1129,28,21900.0,0,30,1.2,3,1,2015,0
1130,35,12800.0,3,135,1.8,3,1,2011,0
1132,35,20700.0,1,71,1.8,3,1,2014,0
1133,43,20500.0,1,56,2.0,0,1,2014,0
1134,33,6500.0,5,186,1.5,0,1,2012,0
1135,28,15800.0,0,56,2.0,3,1,2012,1
1136,9,2700.0,1,138,1.4,3,1,2004,0
1137,43,6000.0,5,180,2.0,0,1,2008,0
1138,43,10000.0,5,71,1.2,3,1,2013,0
1139,28,6999.0,3,85,1.6,3,1,2009,0
1140,33,11999.0,1,65,1.5,0,1,2014,0
1141,43,13999.0,0,150,2.5,0,1,2005,1
1142,27,14500.0,0,90,3.0,3,1,2008,1
1143,23,16700.0,3,125,3.5,2,1,2007,0
1144,43,11200.0,0,1,4.2,3,1,2004,1
1145,43,9000.0,3,51,1.6,3,1,2013,0
1146,10,4500.0,1,38,0.8,3,1,2013,0
1147,27,15999.0,0,149,3.0,1,1,2008,1
1148,43,15500.0,0,167,3.2,3,1,2006,1
1149,40,9150.0,1,87,1.6,3,1,2008,0
1150,10,3999.0,3,107,1.4,1,1,2008,0
1151,32,29900.0,2,31,3.4,3,1,2007,2
1154,40,21500.0,0,89,2.0,3,1,2012,1
1155,27,12000.0,0,130,3.0,1,1,2007,1
1156,23,20300.0,0,128,3.5,1,1,2007,1
